,DAILY,PROPOSAL_ID,SUPPORT,NUMBER_OF_VOTE_TRANSACTIONS,NUMBER_OF_ADRESSES,NUMBER_OF_VOTES
1065,2022-11-03T00:00:00Z,id167,Against,7,7,11
1066,2022-11-04T00:00:00Z,id166,For,6,6,20
1067,2022-11-01T00:00:00Z,id166,Against,1,1,0
1068,2022-10-31T00:00:00Z,id166,For,13,13,67
1069,2022-11-03T00:00:00Z,id166,For,6,6,33
1070,2022-11-01T00:00:00Z,id166,Abstain,1,1,0
1071,2022-11-01T00:00:00Z,id166,For,17,17,29
1072,2022-10-30T00:00:00Z,id166,For,4,4,54
1073,2022-11-02T00:00:00Z,id166,For,2,2,5
1074,2022-10-30T00:00:00Z,id165,Against,3,3,11
1075,2022-10-29T00:00:00Z,id165,For,3,3,3
1076,2022-10-30T00:00:00Z,id165,For,3,3,17
1077,2022-10-29T00:00:00Z,id165,Against,6,6,87
1078,2022-10-31T00:00:00Z,id165,For,3,3,4
1079,2022-10-31T00:00:00Z,id165,Against,5,5,11
1080,2022-10-29T00:00:00Z,id164,For,9,9,44
1081,2022-10-31T00:00:00Z,id164,For,2,2,3
1082,2022-10-30T00:00:00Z,id164,For,7,7,49
1083,2022-10-31T00:00:00Z,id164,Abstain,1,1,2
1084,2022-10-28T00:00:00Z,id164,For,11,11,84
1085,2022-10-29T00:00:00Z,id164,Abstain,1,1,1
1086,2022-10-28T00:00:00Z,id163,For,13,13,61
1087,2022-10-26T00:00:00Z,id163,For,8,8,64
1088,2022-10-26T00:00:00Z,id163,Against,1,1,2
1089,2022-10-27T00:00:00Z,id163,For,9,9,10
1090,2022-10-29T00:00:00Z,id163,For,1,1,1
1091,2022-10-24T00:00:00Z,id162,For,13,13,110
1092,2022-10-25T00:00:00Z,id162,For,15,15,34
1093,2022-10-23T00:00:00Z,id162,Against,1,1,0
1094,2022-10-23T00:00:00Z,id162,For,7,7,8
1095,2022-10-26T00:00:00Z,id162,For,2,2,16
1096,2022-10-24T00:00:00Z,id161,For,16,16,95
1097,2022-10-22T00:00:00Z,id161,For,3,3,35
1098,2022-10-25T00:00:00Z,id161,For,9,9,25
1099,2022-10-23T00:00:00Z,id161,For,10,10,11
1100,2022-10-23T00:00:00Z,id159,For,10,10,13
1101,2022-10-24T00:00:00Z,id159,For,13,13,41
1102,2022-10-23T00:00:00Z,id159,Against,2,2,9
1103,2022-10-24T00:00:00Z,id159,Against,1,1,15
1104,2022-10-25T00:00:00Z,id159,For,3,3,3
1105,2022-10-25T00:00:00Z,id159,Against,2,2,3
1106,2022-10-22T00:00:00Z,id159,For,3,3,3
1107,2022-10-22T00:00:00Z,id158,Against,4,4,11
1108,2022-10-21T00:00:00Z,id158,Abstain,1,1,1
1109,2022-10-23T00:00:00Z,id158,For,3,3,4
1110,2022-10-24T00:00:00Z,id158,Against,7,7,49
1111,2022-10-22T00:00:00Z,id158,For,3,3,3
1112,2022-10-21T00:00:00Z,id158,Against,3,3,3
1113,2022-10-23T00:00:00Z,id158,Against,2,2,2
1114,2022-10-21T00:00:00Z,id158,For,3,3,7
1115,2022-10-23T00:00:00Z,id157,Against,3,3,17
1116,2022-10-21T00:00:00Z,id157,Abstain,1,1,1
1117,2022-10-22T00:00:00Z,id157,Against,9,9,29
1118,2022-10-21T00:00:00Z,id157,For,5,5,23
1119,2022-10-22T00:00:00Z,id157,For,3,3,5
1120,2022-10-21T00:00:00Z,id157,Against,6,6,14
1121,2022-10-20T00:00:00Z,id157,Against,2,2,8
1122,2022-10-20T00:00:00Z,id157,For,3,3,4
1123,2022-10-21T00:00:00Z,id156,For,15,15,105
1124,2022-10-22T00:00:00Z,id156,For,12,12,65
1125,2022-10-21T00:00:00Z,id156,Abstain,1,1,2
1126,2022-10-20T00:00:00Z,id156,For,4,4,11
1127,2022-10-21T00:00:00Z,id155,For,10,10,84
1128,2022-10-19T00:00:00Z,id155,For,6,6,27
1129,2022-10-20T00:00:00Z,id155,Against,1,1,0
1130,2022-10-21T00:00:00Z,id155,Abstain,1,1,2
1131,2022-10-20T00:00:00Z,id155,For,13,13,61
1132,2022-10-22T00:00:00Z,id155,For,8,8,33
1133,2022-10-19T00:00:00Z,id154,For,2,2,57
1134,2022-10-18T00:00:00Z,id154,For,19,19,67
1135,2022-10-17T00:00:00Z,id154,For,14,14,37
1136,2022-10-16T00:00:00Z,id154,For,2,2,2
1137,2022-10-13T00:00:00Z,id152,For,20,20,59
1138,2022-10-14T00:00:00Z,id152,For,13,13,129
1139,2022-10-15T00:00:00Z,id152,For,3,3,15
1140,2022-10-09T00:00:00Z,id151,For,7,7,23
1141,2022-10-07T00:00:00Z,id151,Against,2,2,6
1142,2022-10-10T00:00:00Z,id151,For,3,3,18
1143,2022-10-09T00:00:00Z,id151,Abstain,1,1,1
1144,2022-10-07T00:00:00Z,id151,Abstain,2,2,51
1145,2022-10-08T00:00:00Z,id151,Abstain,1,1,1
1146,2022-10-08T00:00:00Z,id151,For,12,12,12
1147,2022-10-09T00:00:00Z,id151,Against,1,1,2
1148,2022-10-07T00:00:00Z,id151,For,10,10,59
1149,2022-10-06T00:00:00Z,id150,For,6,6,7
1150,2022-10-09T00:00:00Z,id150,For,6,6,40
1151,2022-10-07T00:00:00Z,id150,Against,1,1,1
1152,2022-10-08T00:00:00Z,id150,For,7,7,15
1153,2022-10-07T00:00:00Z,id150,For,11,11,109
1154,2022-10-09T00:00:00Z,id150,Against,1,1,1
1155,2022-10-05T00:00:00Z,id149,Against,1,1,1
1156,2022-10-06T00:00:00Z,id149,Against,6,6,22
1157,2022-10-06T00:00:00Z,id149,For,2,2,3
1158,2022-10-06T00:00:00Z,id149,Abstain,1,1,2
1159,2022-10-03T00:00:00Z,id147,For,5,5,53
1160,2022-10-02T00:00:00Z,id147,For,28,28,30
1161,2022-10-02T00:00:00Z,id147,Against,5,5,0
1162,2022-10-01T00:00:00Z,id147,For,2,2,3
1163,2022-09-30T00:00:00Z,id147,For,5,5,54
1164,2022-10-01T00:00:00Z,id147,Against,1,1,1
1165,2022-10-02T00:00:00Z,id146,Against,9,9,4
1166,2022-09-30T00:00:00Z,id146,Against,2,2,47
1167,2022-10-03T00:00:00Z,id146,For,2,2,3
1168,2022-10-02T00:00:00Z,id146,For,25,25,24
1169,2022-10-01T00:00:00Z,id146,For,1,1,2
1170,2022-10-01T00:00:00Z,id146,Against,2,2,2
1171,2022-09-30T00:00:00Z,id146,For,2,2,6
1172,2022-10-02T00:00:00Z,id146,Abstain,2,2,2
1173,2022-10-03T00:00:00Z,id146,Abstain,1,1,1
1174,2022-10-03T00:00:00Z,id146,Against,1,1,1
1175,2022-10-01T00:00:00Z,id146,Abstain,1,1,1
1176,2022-10-02T00:00:00Z,id145,Abstain,2,2,2
1177,2022-10-02T00:00:00Z,id145,Against,5,5,0
1178,2022-10-01T00:00:00Z,id145,Against,1,1,14
1179,2022-10-01T00:00:00Z,id145,For,8,8,65
1180,2022-10-02T00:00:00Z,id145,For,14,14,30
1181,2022-09-29T00:00:00Z,id145,For,2,2,2
1182,2022-09-30T00:00:00Z,id145,For,5,5,52
1183,2022-09-30T00:00:00Z,id144,For,1,1,2
1184,2022-09-30T00:00:00Z,id144,Against,2,2,30
1185,2022-09-29T00:00:00Z,id144,For,2,2,3
1186,2022-10-01T00:00:00Z,id144,Against,1,1,1
1187,2022-10-01T00:00:00Z,id144,For,5,5,71
1188,2022-10-02T00:00:00Z,id144,For,3,3,30
1189,2022-09-21T00:00:00Z,id143,For,15,15,99
1190,2022-09-23T00:00:00Z,id143,For,6,6,15
1191,2022-09-22T00:00:00Z,id143,For,9,9,35
1192,2022-09-24T00:00:00Z,id143,For,2,2,27
1193,2022-09-21T00:00:00Z,id142,For,12,12,105
1194,2022-09-22T00:00:00Z,id142,For,5,5,6
1195,2022-09-20T00:00:00Z,id142,For,11,11,32
1196,2022-09-20T00:00:00Z,id142,Against,1,1,29
1197,2022-09-17T00:00:00Z,id141,For,8,8,37
1198,2022-09-18T00:00:00Z,id141,Against,1,1,1
1199,2022-09-19T00:00:00Z,id141,For,5,5,26
1200,2022-09-18T00:00:00Z,id141,For,3,3,10
1201,2022-09-16T00:00:00Z,id141,For,3,3,5
1202,2022-09-19T00:00:00Z,id141,Against,5,5,8
1203,2022-09-17T00:00:00Z,id141,Against,2,2,79
1204,2022-09-15T00:00:00Z,id140,For,6,6,15
1205,2022-09-17T00:00:00Z,id140,For,8,8,86
1206,2022-09-16T00:00:00Z,id140,For,11,11,39
1207,2022-09-12T00:00:00Z,id139,For,21,21,83
1208,2022-09-11T00:00:00Z,id139,Abstain,1,1,0
1209,2022-09-13T00:00:00Z,id139,For,2,2,2
1210,2022-09-10T00:00:00Z,id139,For,3,3,17
1211,2022-09-11T00:00:00Z,id139,For,6,6,8
1212,2022-09-11T00:00:00Z,id139,Against,1,1,0
1213,2022-09-12T00:00:00Z,id138,For,5,5,23
1214,2022-09-12T00:00:00Z,id138,Against,7,7,58
1215,2022-09-11T00:00:00Z,id138,Against,3,3,2
1216,2022-09-10T00:00:00Z,id138,Against,2,2,5
1217,2022-09-10T00:00:00Z,id138,For,2,2,32
1218,2022-09-11T00:00:00Z,id138,For,8,8,32
1219,2022-09-12T00:00:00Z,id137,For,7,7,80
1220,2022-09-10T00:00:00Z,id137,For,4,4,13
1221,2022-09-09T00:00:00Z,id137,For,2,2,34
1222,2022-09-11T00:00:00Z,id137,For,6,6,27
1223,2022-09-11T00:00:00Z,id137,Against,1,1,0
1224,2022-09-05T00:00:00Z,id136,Against,7,7,88
1225,2022-09-05T00:00:00Z,id136,For,1,1,6
1226,2022-09-04T00:00:00Z,id136,Against,2,2,2
1227,2022-09-06T00:00:00Z,id136,For,2,2,20
1228,2022-09-07T00:00:00Z,id136,For,2,2,17
1229,2022-09-06T00:00:00Z,id136,Against,3,3,7
1230,2022-09-05T00:00:00Z,id135,For,8,8,67
1231,2022-09-04T00:00:00Z,id135,For,6,6,40
1232,2022-09-03T00:00:00Z,id135,For,2,2,3
1233,2022-09-06T00:00:00Z,id135,For,5,5,30
1234,2022-09-03T00:00:00Z,id134,For,6,6,8
1235,2022-09-04T00:00:00Z,id134,For,3,3,4
1236,2022-09-03T00:00:00Z,id134,Against,5,5,35
1237,2022-09-05T00:00:00Z,id134,For,1,1,2
1238,2022-09-05T00:00:00Z,id134,Abstain,1,1,2
1239,2022-09-04T00:00:00Z,id134,Against,3,3,7
1240,2022-09-06T00:00:00Z,id134,Against,1,1,1
1241,2022-09-05T00:00:00Z,id134,Against,7,7,80
1242,2022-09-06T00:00:00Z,id134,For,3,3,15
1243,2022-08-24T00:00:00Z,id133,Abstain,3,3,9
1244,2022-08-24T00:00:00Z,id133,Against,2,2,3
1245,2022-08-23T00:00:00Z,id133,For,3,3,8
1246,2022-08-25T00:00:00Z,id133,For,2,2,17
1247,2022-08-23T00:00:00Z,id133,Against,6,6,96
1248,2022-08-24T00:00:00Z,id133,For,1,1,1
1249,2022-08-23T00:00:00Z,id132,For,3,3,16
1250,2022-08-20T00:00:00Z,id132,For,5,5,23
1251,2022-08-22T00:00:00Z,id132,For,3,3,6
1252,2022-08-23T00:00:00Z,id132,Against,1,1,2
1253,2022-08-21T00:00:00Z,id132,For,3,3,15
1254,2022-08-22T00:00:00Z,id132,Abstain,1,1,1
1255,2022-08-21T00:00:00Z,id132,Against,1,1,6
1256,2022-08-22T00:00:00Z,id132,Against,3,3,50
1257,2022-08-19T00:00:00Z,id131,Against,4,4,16
1258,2022-08-19T00:00:00Z,id131,For,1,1,2
1259,2022-08-18T00:00:00Z,id130,Against,2,2,2
1260,2022-08-17T00:00:00Z,id130,Against,4,4,53
1261,2022-08-19T00:00:00Z,id130,Against,2,2,3
1262,2022-08-20T00:00:00Z,id130,Against,2,2,2
1263,2022-08-17T00:00:00Z,id130,For,1,1,1
1264,2022-08-19T00:00:00Z,id130,For,5,5,41
1265,2022-08-19T00:00:00Z,id130,Abstain,1,1,2
1266,2022-08-16T00:00:00Z,id129,For,8,8,34
1267,2022-08-15T00:00:00Z,id129,Against,1,1,1
1268,2022-08-14T00:00:00Z,id129,For,4,4,13
1269,2022-08-15T00:00:00Z,id129,For,6,6,11
1270,2022-08-13T00:00:00Z,id129,For,1,1,1
1271,2022-08-14T00:00:00Z,id128,For,6,6,24
1272,2022-08-12T00:00:00Z,id128,Abstain,1,1,1
1273,2022-08-15T00:00:00Z,id128,For,2,2,12
1274,2022-08-13T00:00:00Z,id128,For,7,7,28
1275,2022-08-12T00:00:00Z,id128,For,18,18,47
1276,2022-08-11T00:00:00Z,id127,Against,5,5,9
1277,2022-08-11T00:00:00Z,id127,For,6,6,2
1278,2022-08-13T00:00:00Z,id127,Against,1,1,1
1279,2022-08-12T00:00:00Z,id127,Against,4,4,21
1280,2022-08-13T00:00:00Z,id127,For,2,2,4
1281,2022-08-12T00:00:00Z,id127,For,11,11,45
1282,2022-08-10T00:00:00Z,id126,For,6,6,25
1283,2022-08-07T00:00:00Z,id126,For,1,1,1
1284,2022-08-09T00:00:00Z,id126,For,16,16,123
1285,2022-08-08T00:00:00Z,id126,For,4,4,8
1286,2022-08-05T00:00:00Z,id125,For,5,5,14
1287,2022-08-06T00:00:00Z,id125,For,3,3,17
1288,2022-08-04T00:00:00Z,id125,For,9,9,30
1289,2022-08-03T00:00:00Z,id125,For,13,13,100
1290,2022-07-31T00:00:00Z,id124,For,3,3,5
1291,2022-08-02T00:00:00Z,id124,Against,1,1,1
1292,2022-08-02T00:00:00Z,id124,For,7,7,37
1293,2022-08-03T00:00:00Z,id124,For,5,5,70
1294,2022-08-03T00:00:00Z,id124,Abstain,1,1,2
1295,2022-08-01T00:00:00Z,id124,For,10,10,38
1296,2022-08-01T00:00:00Z,id123,For,8,8,35
1297,2022-08-02T00:00:00Z,id123,Against,1,1,1
1298,2022-07-31T00:00:00Z,id123,For,1,1,1
1299,2022-08-03T00:00:00Z,id123,For,3,3,52
1300,2022-08-02T00:00:00Z,id123,For,2,2,11
1301,2022-08-01T00:00:00Z,id123,Against,1,1,6
1302,2022-08-02T00:00:00Z,id122,Against,3,3,20
1303,2022-08-01T00:00:00Z,id122,Against,3,3,4
1304,2022-07-31T00:00:00Z,id122,Against,3,3,47
1305,2022-07-31T00:00:00Z,id122,For,1,1,2
1306,2022-08-01T00:00:00Z,id122,For,3,3,9
1307,2022-08-01T00:00:00Z,id122,Abstain,2,2,3
1308,2022-08-02T00:00:00Z,id122,For,1,1,1
1309,2022-08-03T00:00:00Z,id122,Against,1,1,1
1310,2022-07-31T00:00:00Z,id121,For,2,2,3
1311,2022-08-01T00:00:00Z,id121,For,1,1,1
1312,2022-08-02T00:00:00Z,id121,For,2,2,23
1313,2022-07-31T00:00:00Z,id121,Against,6,6,90
1314,2022-08-01T00:00:00Z,id121,Abstain,1,1,2
1315,2022-08-02T00:00:00Z,id121,Abstain,1,1,6
1316,2022-08-01T00:00:00Z,id121,Against,3,3,9
1317,2022-07-30T00:00:00Z,id120,Against,8,8,65
1318,2022-07-31T00:00:00Z,id120,Abstain,1,1,2
1319,2022-08-01T00:00:00Z,id120,Against,3,3,10
1320,2022-07-30T00:00:00Z,id120,For,2,2,2
1321,2022-07-31T00:00:00Z,id120,For,2,2,12
1322,2022-08-02T00:00:00Z,id120,Against,1,1,6
1323,2022-08-01T00:00:00Z,id120,Abstain,1,1,1
1324,2022-07-31T00:00:00Z,id120,Against,5,5,49
1325,2022-08-01T00:00:00Z,id120,For,1,1,1
1326,2022-08-01T00:00:00Z,id119,For,7,7,19
1327,2022-07-30T00:00:00Z,id119,Abstain,1,1,1
1328,2022-08-01T00:00:00Z,id119,Against,1,1,1
1329,2022-07-31T00:00:00Z,id119,For,8,8,62
1330,2022-07-30T00:00:00Z,id119,For,17,17,77
1331,2022-07-29T00:00:00Z,id118,For,7,7,10
1332,2022-07-31T00:00:00Z,id118,For,6,6,24
1333,2022-07-30T00:00:00Z,id118,For,11,11,35
1334,2022-07-31T00:00:00Z,id118,Against,2,2,63
1335,2022-07-29T00:00:00Z,id117,For,2,2,6
1336,2022-07-28T00:00:00Z,id117,For,2,2,3
1337,2022-07-24T00:00:00Z,id116,For,8,8,29
1338,2022-07-26T00:00:00Z,id116,For,1,1,1
1339,2022-07-25T00:00:00Z,id116,For,14,14,78
1340,2022-07-23T00:00:00Z,id116,For,1,1,1
1341,2022-07-19T00:00:00Z,id114,For,12,12,48
1342,2022-07-17T00:00:00Z,id114,For,4,4,5
1343,2022-07-18T00:00:00Z,id114,For,9,9,64
1344,2022-07-20T00:00:00Z,id114,For,8,8,20
1345,2022-07-17T00:00:00Z,id113,For,3,3,5
1346,2022-07-19T00:00:00Z,id113,Abstain,1,1,1
1347,2022-07-19T00:00:00Z,id113,For,12,12,34
1348,2022-07-18T00:00:00Z,id113,Against,1,1,1
1349,2022-07-20T00:00:00Z,id113,For,8,8,25
1350,2022-07-18T00:00:00Z,id113,For,5,5,59
1351,2022-07-19T00:00:00Z,id112,For,3,3,12
1352,2022-07-17T00:00:00Z,id112,For,4,4,6
1353,2022-07-18T00:00:00Z,id112,For,8,8,41
1354,2022-07-16T00:00:00Z,id112,For,12,12,58
1355,2022-07-18T00:00:00Z,id112,Against,1,1,1
1356,2022-07-17T00:00:00Z,id112,Abstain,1,1,1
1357,2022-07-17T00:00:00Z,id111,Abstain,2,2,21
1358,2022-07-16T00:00:00Z,id111,For,9,9,31
1359,2022-07-17T00:00:00Z,id111,For,1,1,1
1360,2022-07-16T00:00:00Z,id111,Abstain,1,1,2
1361,2022-07-14T00:00:00Z,id111,For,11,11,72
1362,2022-07-15T00:00:00Z,id111,Against,1,1,1
1363,2022-07-15T00:00:00Z,id111,For,14,14,13
1364,2022-07-14T00:00:00Z,id110,For,15,15,99
1365,2022-07-15T00:00:00Z,id110,For,12,12,23
1366,2022-07-16T00:00:00Z,id110,For,9,9,16
1367,2022-07-14T00:00:00Z,id109,For,11,11,64
1368,2022-07-16T00:00:00Z,id109,For,6,6,11
1369,2022-07-15T00:00:00Z,id109,For,9,9,9
1370,2022-07-13T00:00:00Z,id109,For,2,2,3
1371,2022-07-16T00:00:00Z,id109,Against,1,1,2
1372,2022-07-15T00:00:00Z,id109,Against,2,2,2
1373,2022-07-12T00:00:00Z,id108,For,5,5,12
1374,2022-07-13T00:00:00Z,id108,Against,2,2,2
1375,2022-07-12T00:00:00Z,id108,Against,2,2,2
1376,2022-07-13T00:00:00Z,id108,For,10,10,71
1377,2022-07-15T00:00:00Z,id108,For,4,4,18
1378,2022-07-14T00:00:00Z,id108,For,8,8,35
1379,2022-07-15T00:00:00Z,id108,Against,2,2,2
1380,2022-07-14T00:00:00Z,id108,Against,1,1,1
1381,2022-07-11T00:00:00Z,id107,Abstain,2,2,15
1382,2022-07-12T00:00:00Z,id107,Abstain,2,2,2
1383,2022-07-13T00:00:00Z,id107,Abstain,3,3,8
1384,2022-07-13T00:00:00Z,id107,For,5,5,39
1385,2022-07-11T00:00:00Z,id107,Against,1,1,1
1386,2022-07-12T00:00:00Z,id107,For,2,2,2
1387,2022-07-12T00:00:00Z,id107,Against,1,1,2
1388,2022-07-13T00:00:00Z,id107,Against,7,7,38
1389,2022-07-10T00:00:00Z,id107,For,1,1,1
1390,2022-07-11T00:00:00Z,id106,Against,1,1,1
1391,2022-07-10T00:00:00Z,id106,For,7,7,35
1392,2022-07-11T00:00:00Z,id106,For,3,3,5
1393,2022-07-09T00:00:00Z,id106,For,3,3,19
1394,2022-07-08T00:00:00Z,id106,For,6,6,43
1395,2022-07-07T00:00:00Z,id105,For,8,8,19
1396,2022-07-09T00:00:00Z,id105,For,5,5,7
1397,2022-07-10T00:00:00Z,id105,For,4,4,23
1398,2022-07-08T00:00:00Z,id105,For,10,10,55
1399,2022-07-07T00:00:00Z,id104,Against,1,1,1
1400,2022-07-04T00:00:00Z,id104,For,2,2,13
1401,2022-07-05T00:00:00Z,id104,For,10,10,43
1402,2022-07-06T00:00:00Z,id104,Against,2,2,28
1403,2022-07-06T00:00:00Z,id104,For,8,8,12
1404,2022-07-04T00:00:00Z,id103,For,7,7,23
1405,2022-07-06T00:00:00Z,id103,For,12,12,48
1406,2022-07-05T00:00:00Z,id103,For,10,10,38
1407,2022-07-03T00:00:00Z,id103,For,1,1,5
1408,2022-07-05T00:00:00Z,id103,Against,1,1,1
1409,2022-07-04T00:00:00Z,id102,For,7,7,26
1410,2022-07-03T00:00:00Z,id102,For,4,4,6
1411,2022-07-04T00:00:00Z,id102,Abstain,1,1,2
1412,2022-07-05T00:00:00Z,id102,Against,1,1,1
1413,2022-07-05T00:00:00Z,id102,For,5,5,36
1414,2022-06-29T00:00:00Z,id101,For,3,3,15
1415,2022-07-02T00:00:00Z,id101,For,2,2,6
1416,2022-07-01T00:00:00Z,id101,Against,1,1,1
1417,2022-07-02T00:00:00Z,id101,Abstain,1,1,14
1418,2022-07-01T00:00:00Z,id101,For,6,6,13
1419,2022-06-30T00:00:00Z,id101,For,10,10,34
1420,2022-06-30T00:00:00Z,id100,For,8,8,14
1421,2022-07-01T00:00:00Z,id100,For,7,7,15
1422,2022-06-30T00:00:00Z,id100,Abstain,1,1,1
1423,2022-06-29T00:00:00Z,id100,Against,1,1,1
1424,2022-06-29T00:00:00Z,id100,For,2,2,14
1425,2022-06-25T00:00:00Z,id99,For,2,2,2
1426,2022-06-26T00:00:00Z,id99,For,7,7,10
1427,2022-06-28T00:00:00Z,id99,For,7,7,45
1428,2022-06-25T00:00:00Z,id99,Against,1,1,1
1429,2022-06-27T00:00:00Z,id99,Against,1,1,1
1430,2022-06-27T00:00:00Z,id99,For,7,7,20
1431,2022-06-24T00:00:00Z,id98,For,2,2,2
1432,2022-06-26T00:00:00Z,id98,For,8,8,37
1433,2022-06-26T00:00:00Z,id98,Abstain,1,1,6
1434,2022-06-23T00:00:00Z,id98,For,2,2,3
1435,2022-06-21T00:00:00Z,id97,Against,2,2,2
1436,2022-06-22T00:00:00Z,id97,Abstain,1,1,6
1437,2022-06-22T00:00:00Z,id97,Against,1,1,2
1438,2022-06-22T00:00:00Z,id97,For,8,8,67
1439,2022-06-21T00:00:00Z,id97,For,2,2,13
1440,2022-06-16T00:00:00Z,id95,For,4,4,22
1441,2022-06-14T00:00:00Z,id95,For,11,11,68
1442,2022-06-13T00:00:00Z,id95,For,8,8,41
1443,2022-06-15T00:00:00Z,id95,For,5,5,8
1444,2022-06-14T00:00:00Z,id94,Against,2,2,3
1445,2022-06-11T00:00:00Z,id94,For,1,1,1
1446,2022-06-13T00:00:00Z,id94,For,2,2,2
1447,2022-06-14T00:00:00Z,id94,For,6,6,34
1448,2022-06-13T00:00:00Z,id94,Against,3,3,30
1449,2022-06-12T00:00:00Z,id94,For,5,5,15
1450,2022-06-14T00:00:00Z,id93,For,1,1,6
1451,2022-06-11T00:00:00Z,id93,Abstain,1,1,2
1452,2022-06-14T00:00:00Z,id93,Abstain,1,1,1
1453,2022-06-13T00:00:00Z,id93,Against,1,1,9
1454,2022-06-13T00:00:00Z,id93,For,5,5,32
1455,2022-06-11T00:00:00Z,id93,For,5,5,21
1456,2022-06-12T00:00:00Z,id93,For,4,4,4
1457,2022-06-14T00:00:00Z,id93,Against,3,3,43
1458,2022-06-12T00:00:00Z,id92,For,5,5,6
1459,2022-06-10T00:00:00Z,id92,For,11,11,83
1460,2022-06-13T00:00:00Z,id92,For,2,2,7
1461,2022-06-11T00:00:00Z,id92,For,9,9,30
1462,2022-06-10T00:00:00Z,id92,Against,1,1,1
1463,2022-06-11T00:00:00Z,id91,For,7,7,29
1464,2022-06-10T00:00:00Z,id91,For,13,13,86
1465,2022-06-12T00:00:00Z,id91,For,5,5,6
1466,2022-06-13T00:00:00Z,id91,For,2,2,2
1467,2022-06-10T00:00:00Z,id90,For,11,11,41
1468,2022-06-09T00:00:00Z,id90,For,10,10,62
1469,2022-06-12T00:00:00Z,id90,For,4,4,5
1470,2022-06-11T00:00:00Z,id90,For,6,6,24
1471,2022-06-09T00:00:00Z,id90,Abstain,1,1,1
1472,2022-06-10T00:00:00Z,id90,Against,1,1,1
1473,2022-06-08T00:00:00Z,id89,Against,3,3,12
1474,2022-06-10T00:00:00Z,id89,Against,1,1,1
1475,2022-06-09T00:00:00Z,id89,Against,2,2,68
1476,2022-06-09T00:00:00Z,id89,Abstain,2,2,2
1477,2022-06-07T00:00:00Z,id89,For,2,2,3
1478,2022-06-07T00:00:00Z,id89,Against,6,6,8
1479,2022-06-08T00:00:00Z,id89,For,5,5,21
1480,2022-06-09T00:00:00Z,id89,For,2,2,15
1481,2022-06-03T00:00:00Z,id87,For,6,6,44
1482,2022-06-02T00:00:00Z,id87,For,5,5,59
1483,2022-06-01T00:00:00Z,id87,For,16,16,31
1484,2022-05-30T00:00:00Z,id86,Against,2,2,2
1485,2022-05-31T00:00:00Z,id86,Abstain,5,5,23
1486,2022-05-30T00:00:00Z,id86,Abstain,1,1,1
1487,2022-06-01T00:00:00Z,id86,Abstain,6,6,53
1488,2022-05-31T00:00:00Z,id86,Against,5,5,16
1489,2022-06-01T00:00:00Z,id86,For,2,2,2
1490,2022-05-31T00:00:00Z,id85,Against,1,1,1
1491,2022-05-30T00:00:00Z,id85,For,4,4,4
1492,2022-05-28T00:00:00Z,id85,For,5,5,5
1493,2022-05-29T00:00:00Z,id85,For,7,7,54
1494,2022-05-31T00:00:00Z,id85,For,12,12,36
1495,2022-06-01T00:00:00Z,id85,For,1,1,30
1496,2022-05-29T00:00:00Z,id84,Against,2,2,2
1497,2022-05-30T00:00:00Z,id84,Abstain,2,2,10
1498,2022-05-30T00:00:00Z,id84,For,3,3,9
1499,2022-05-28T00:00:00Z,id84,For,6,6,6
1500,2022-05-29T00:00:00Z,id84,For,6,6,52
1501,2022-05-31T00:00:00Z,id84,For,8,8,24
1502,2022-05-23T00:00:00Z,id83,For,10,10,70
1503,2022-05-22T00:00:00Z,id83,For,7,7,9
1504,2022-05-24T00:00:00Z,id83,For,9,9,48
1505,2022-05-25T00:00:00Z,id83,Abstain,1,1,2
1506,2022-05-23T00:00:00Z,id82,Against,4,4,21
1507,2022-05-24T00:00:00Z,id82,For,4,4,18
1508,2022-05-23T00:00:00Z,id82,Abstain,1,1,1
1509,2022-05-22T00:00:00Z,id82,For,13,13,43
1510,2022-05-23T00:00:00Z,id82,For,7,7,54
1511,2022-05-24T00:00:00Z,id82,Against,1,1,1
1512,2022-05-23T00:00:00Z,id81,For,3,3,3
1513,2022-05-21T00:00:00Z,id81,Abstain,1,1,1
1514,2022-05-23T00:00:00Z,id81,Against,9,9,33
1515,2022-05-24T00:00:00Z,id81,Against,2,2,2
1516,2022-05-22T00:00:00Z,id81,Against,11,11,48
1517,2022-05-22T00:00:00Z,id81,For,3,3,51
1518,2022-05-20T00:00:00Z,id78,Against,3,3,3
1519,2022-05-19T00:00:00Z,id78,For,1,1,2
1520,2022-05-21T00:00:00Z,id78,Against,1,1,42
1521,2022-05-20T00:00:00Z,id78,For,2,2,3
1522,2022-05-21T00:00:00Z,id78,Abstain,2,2,30
1523,2022-05-19T00:00:00Z,id77,For,3,3,4
1524,2022-05-20T00:00:00Z,id77,Abstain,1,1,1
1525,2022-05-22T00:00:00Z,id77,For,1,1,1
1526,2022-05-21T00:00:00Z,id77,For,3,3,3
1527,2022-05-20T00:00:00Z,id77,For,8,8,83
1528,2022-05-17T00:00:00Z,id75,For,4,4,38
1529,2022-05-16T00:00:00Z,id75,For,6,6,16
